price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
15000000,"Сходненская: 6 мин, Трикотажная: 23 мин, Митино: 6 мин",Сходненская,6 мин,2.0,4.0,16.0,53.4,9.1,2.64,Панельный,,,1.0,,Парковка,,,323396076,https://www.cian.ru/sale/flat/323396076/,32.0
13700000,"Планерная: 18 мин, Сходненская: 4 мин, Митино: 6 мин",Сходненская,4 мин,2.0,11.0,12.0,45.5,6.7,,Панельный,,,,"Школы, Магазины",,,,323385112,https://www.cian.ru/sale/flat/323385112/,30.2
,"Зябликово: 15 мин, Красногвардейская: 19 мин, Домодедовская: 23 мин",Зябликово,15 мин,1.0,4.0,9.0,35.0,6.0,,Панельный,,,,Школы,,,,320154352,https://www.cian.ru/sale/flat/320154352/,20.0
10600000,"Щербинка: 4 мин, Бутово: 6 мин, Бунинская аллея: 9 мин",Щербинка,4 мин,2.0,11.0,11.0,48.0,9.0,2.5,Блочный,Есть ремонт,,,"Торговые центры, Школы, Магазины",,,,321560834,https://www.cian.ru/sale/flat/321560834/,32.0
10950000,"Белорусская: 11 мин, Динамо: 14 мин, Белорусская: 14 мин, Петровский Парк: 18 мин, Савёловская: 20 мин",Белорусская,11 мин,,4.0,7.0,24.0,,3.0,Кирпичный,Есть ремонт,,,,Парковка,,,319419077,https://www.cian.ru/sale/flat/319419077/,
60000000,"Маяковская: 8 мин, Пушкинская: 12 мин, Тверская: 12 мин, Баррикадная: 14 мин, Чеховская: 16 мин, Краснопресненская: 18 мин, Арбатская: 20 мин, Белорусская: 20 мин",Маяковская,8 мин,3.0,4.0,6.0,58.0,10.0,3.3,Кирпичный,,,,,Парковка,,,322869162,https://www.cian.ru/sale/flat/322869162/,
10750000,"Прокшино: 19 мин, Ольховая: 5 мин, Коммунарка: 6 мин",Ольховая,5 мин,,5.0,15.0,31.2,10.3,2.8,Монолитный,Есть ремонт,2021.0,,"Торговые центры, Школы, Магазины","Парковка, Видеонаблюдение",,,322572953,https://www.cian.ru/sale/flat/322572953/,10.5
20900000,"Митино: 16 мин, Пятницкое шоссе: 19 мин, Волоколамская: 5 мин",Волоколамская,5 мин,3.0,1.0,16.0,74.0,10.0,2.64,Панельный,Евроремонт,,,"Школы, Магазины",Парковка,,,323252997,https://www.cian.ru/sale/flat/323252997/,44.0
12300000,"Румянцево: 24 мин, Саларьево: 25 мин, Новопеределкино: 4 мин",Новопеределкино,4 мин,1.0,10.0,25.0,36.9,9.0,2.65,Панельный,Есть ремонт,2020.0,,"Торговые центры, Магазины",Парковка,,,323430584,https://www.cian.ru/sale/flat/323430584/,17.0
29900000,"Волоколамская: 9 мин, Митино: 12 мин, Трикотажная: 22 мин",Волоколамская,9 мин,3.0,3.0,20.0,107.7,15.0,2.7,Монолитный,,,,,Парковка,,,318060806,https://www.cian.ru/sale/flat/318060806/,63.8
28800000,"Тульская: 20 мин, Верхние котлы: 14 мин, Нагатинская: 21 мин",Верхние котлы,14 мин,,11.0,24.0,64.3,19.0,3.2,Монолитный,Дизайнерский ремонт,2023.0,,"Школы, Магазины",Парковка,,,320331600,https://www.cian.ru/sale/flat/320331600/,35.0
19000000,"Люблино: 5 мин, Братиславская: 6 мин, Волжская: 7 мин",Люблино,5 мин,3.0,6.0,10.0,76.4,12.8,,Панельный,Есть ремонт,,,"Школы, Магазины",,,,322113614,https://www.cian.ru/sale/flat/322113614/,
9700000,"Пыхтино: 11 мин, Рассказовка: 24 мин, Аэропорт Внуково: 7 мин",Аэропорт Внуково,7 мин,,12.0,19.0,44.0,11.0,3.0,Монолитно-кирпичный,Есть ремонт,2016.0,,"Торговые центры, Школы, Магазины","Парковка, Видеонаблюдение",,,319917374,https://www.cian.ru/sale/flat/319917374/,19.0
178000000,"Пушкинская: 6 мин, Тверская: 6 мин, Чеховская: 10 мин, Маяковская: 14 мин, Арбатская: 16 мин, Охотный ряд: 17 мин, Баррикадная: 20 мин",Пушкинская,6 мин,,4.0,7.0,115.0,,3.1,Кирпичный,Дизайнерский ремонт,,,Школы,Парковка,,,320625527,https://www.cian.ru/sale/flat/320625527/,
75000000,"Сокол: 11 мин, Панфиловская: 5 мин, Октябрьское поле: 13 мин, Зорге: 15 мин",Панфиловская,5 мин,4.0,18.0,23.0,147.0,22.0,,Кирпичный,Есть ремонт,2009.0,,,Парковка,,,320651890,https://www.cian.ru/sale/flat/320651890/,76.0
24300000,"Щукинская: 11 мин, Стрешнево: 5 мин, Октябрьское поле: 6 мин",Стрешнево,5 мин,3.0,1.0,17.0,80.0,10.7,2.64,Монолитно-кирпичный,,,,"Школы, Торговые центры",,,,303116231,https://www.cian.ru/sale/flat/303116231/,50.6
13900000,"Братиславская: 14 мин, Люблино: 18 мин, Депо: 21 мин",Братиславская,14 мин,3.0,11.0,14.0,62.5,7.8,,Панельный,,,,"Школы, Магазины",Парковка,,,317722949,https://www.cian.ru/sale/flat/317722949/,39.3
21200000,"Рассказовка: 8 мин, Аэропорт Внуково: 9 мин, Филатов Луг: 10 мин",Рассказовка,8 мин,4.0,17.0,21.0,70.8,15.0,2.7,,Есть ремонт,2024.0,,"Торговые центры, Школы, Магазины",Парковка,,,323490907,https://www.cian.ru/sale/flat/323490907/,43.3
12300000,"Бабушкинская: 5 мин, Медведково: 5 мин, Свиблово: 7 мин",Бабушкинская,5 мин,2.0,3.0,12.0,46.2,6.7,2.75,Панельный,,,,"Торговые центры, Школы, Магазины",Парковка,,,313752375,https://www.cian.ru/sale/flat/313752375/,30.0
26990000,"Терехово : 6 мин, Мнёвники: 22 мин, Молодёжная: 6 мин",Терехово ,6 мин,1.0,11.0,19.0,46.0,19.0,3.55,Монолитный,,2025.0,,Школы,Парковка,,,321439691,https://www.cian.ru/sale/flat/321439691/,15.1
13500000,"Прокшино: 7 мин, Ольховая: 6 мин, Коммунарка: 7 мин",Ольховая,6 мин,2.0,2.0,9.0,41.0,11.0,3.0,Блочный,Есть ремонт,2019.0,,,Парковка,,,323383850,https://www.cian.ru/sale/flat/323383850/,28.0
52260000,"Технопарк: 12 мин, Коломенская: 25 мин, ЗИЛ: 25 мин",Технопарк,12 мин,3.0,1.0,16.0,138.14,8.0,4.8,,Есть ремонт,2024.0,,,Парковка,,,322076724,https://www.cian.ru/sale/flat/322076724/,92.2
13700000,"Селигерская: 8 мин, Моссельмаш: 11 мин, Яхромская: 19 мин",Селигерская,8 мин,2.0,2.0,12.0,37.9,6.3,,Блочный,Есть ремонт,,,,,,,323319708,https://www.cian.ru/sale/flat/323319708/,22.6
10200000,"Волгоградский проспект: 3 мин, Дубровка: 15 мин, Угрешская: 15 мин",Волгоградский проспект,3 мин,,3.0,23.0,24.6,2.0,2.85,Монолитный,Есть ремонт,2025.0,,,Парковка,,,321431468,https://www.cian.ru/sale/flat/321431468/,17.6
41900000,"Терехово : 10 мин, Мнёвники: 25 мин, Молодёжная: 5 мин",Молодёжная,5 мин,3.0,6.0,23.0,74.0,14.0,3.2,,,2024.0,,"Школы, Магазины",Парковка,,,320808311,https://www.cian.ru/sale/flat/320808311/,41.2
18300000,"Шаболовская: 13 мин, Тульская: 12 мин, Серпуховская: 16 мин, Добрынинская: 18 мин, Октябрьская: 20 мин",Тульская,12 мин,2.0,1.0,5.0,52.6,7.4,3.0,,Есть ремонт,,,"Школы, Магазины",Парковка,,,321969673,https://www.cian.ru/sale/flat/321969673/,36.1
,,,,,,,,,,,,,,,,,,319835525,https://www.cian.ru/sale/flat/319835525/,
19500000,"Водный стадион: 15 мин, Балтийская: 13 мин, Войковская: 18 мин",Балтийская,13 мин,1.0,13.0,17.0,37.5,8.0,,Панельный,Есть ремонт,,,,Парковка,,,319900438,https://www.cian.ru/sale/flat/319900438/,18.0
14890000,"Филатов Луг: 13 мин, Прокшино: 15 мин, Саларьево: 16 мин",Филатов Луг,13 мин,3.0,4.0,12.0,65.3,15.0,2.7,Монолитный,Есть ремонт,2019.0,,"Школы, Магазины",Парковка,,,322165603,https://www.cian.ru/sale/flat/322165603/,45.0
10500000,"Филатов Луг: 13 мин, Прокшино: 15 мин, Саларьево: 16 мин",Филатов Луг,13 мин,3.0,7.0,12.0,65.5,9.0,2.7,Монолитный,,2019.0,,,Парковка,,,322694879,https://www.cian.ru/sale/flat/322694879/,40.0
12990000,"Сходненская: 25 мин, Тушинская: 6 мин, Спартак: 8 мин",Тушинская,6 мин,2.0,8.0,9.0,42.5,5.1,2.6,Кирпичный,,,,,Парковка,,,321529632,https://www.cian.ru/sale/flat/321529632/,28.5
500000000,"Полянка: 6 мин, Третьяковская: 9 мин, Новокузнецкая: 13 мин, Октябрьская: 13 мин, Кропоткинская: 15 мин, Боровицкая: 16 мин, Александровский сад: 18 мин, Библиотека им. Ленина: 19 мин, Добрынинская: 19 мин",Полянка,6 мин,,2.0,6.0,195.0,15.0,3.6,,,2022.0,,Школы,"Парковка, Видеонаблюдение",,,319180736,https://www.cian.ru/sale/flat/319180736/,80.0
644000000,"Полянка: 9 мин, Октябрьская: 12 мин, Третьяковская: 13 мин, Кропоткинская: 14 мин, Новокузнецкая: 17 мин, Парк Культуры: 20 мин, Боровицкая: 20 мин",Полянка,9 мин,3.0,14.0,16.0,184.0,26.3,,Кирпичный,Есть ремонт,2007.0,,Школы,Парковка,,,323241350,https://www.cian.ru/sale/flat/323241350/,54.0
75000000,"Сокольники: 6 мин, Сокольники: 5 мин, Красносельская: 23 мин",Сокольники,5 мин,,6.0,17.0,140.2,14.4,2.8,Монолитный,Дизайнерский ремонт,,,"Торговые центры, Школы, Магазины","Парковка, Охрана",,,320330100,https://www.cian.ru/sale/flat/320330100/,86.9
11400000,"Грачёвская: 13 мин, Беломорская: 17 мин, Ховрино: 18 мин, Ховрино: 19 мин",Грачёвская,13 мин,2.0,2.0,9.0,43.8,6.0,,Панельный,Есть ремонт,1968.0,2.0,"Школы, Магазины",Парковка,,,322939989,https://www.cian.ru/sale/flat/322939989/,27.7
26500000,"Терехово : 10 мин, Мнёвники: 25 мин, Молодёжная: 5 мин",Молодёжная,5 мин,1.0,12.0,22.0,47.2,20.5,3.1,,,2024.0,,"Школы, Торговые центры","Парковка, Охрана, Видеонаблюдение",,,323166242,https://www.cian.ru/sale/flat/323166242/,15.5
19300000,"Ольховая: 17 мин, Коммунарка: 19 мин, Новомосковская: 20 мин",Ольховая,17 мин,3.0,2.0,3.0,73.3,14.7,3.0,Кирпичный,Евроремонт,2021.0,,"Школы, Магазины",Парковка,,,321001521,https://www.cian.ru/sale/flat/321001521/,37.8
8700000,"Потапово: 6 мин, Ольховая: 9 мин, Бунинская аллея: 9 мин",Потапово,6 мин,1.0,13.0,14.0,35.16,12.0,,,Есть ремонт,2021.0,,"Школы, Магазины",Парковка,,,323343724,https://www.cian.ru/sale/flat/323343724/,12.0
47900000,"Комсомольская: 9 мин, Площадь трёх вокзалов: 4 мин, Площадь трёх вокзалов: 4 мин, Красные ворота: 12 мин, Проспект Мира: 14 мин, Сухаревская: 16 мин, Красносельская: 19 мин, Тургеневская: 20 мин",Площадь трёх вокзалов,4 мин,3.0,9.0,22.0,50.0,22.0,3.2,Монолитный,Дизайнерский ремонт,2022.0,,,Парковка,,,322085605,https://www.cian.ru/sale/flat/322085605/,20.0
35000000,"Беговая: 2 мин, Улица 1905 года: 20 мин, Полежаевская: 21 мин",Беговая,2 мин,2.0,28.0,43.0,80.0,13.6,,Монолитно-кирпичный,,,,,Парковка,,,320540720,https://www.cian.ru/sale/flat/320540720/,61.4
444873550,"Парк Культуры: 6 мин, Кропоткинская: 14 мин, Октябрьская: 18 мин",Парк Культуры,6 мин,3.0,2.0,8.0,202.4,10.0,3.5,Кирпичный,,2009.0,,,Парковка,,,315453056,https://www.cian.ru/sale/flat/315453056/,
41000000,"Тушинская: 21 мин, Трикотажная: 21 мин, Спартак: 6 мин",Спартак,6 мин,,4.0,25.0,81.5,16.0,3.0,Монолитно-кирпичный,Дизайнерский ремонт,2022.0,,"Школы, Магазины",Парковка,,,317452952,https://www.cian.ru/sale/flat/317452952/,
26978000,"Октябрьское поле: 24 мин, Серебряный Бор: 21 мин, Щукинская: 5 мин, Панфиловская: 5 мин",Щукинская,5 мин,2.0,13.0,25.0,57.4,14.2,3.1,,,2024.0,,Школы,Парковка,,,321418152,https://www.cian.ru/sale/flat/321418152/,29.1
16800000,"Строгино: 19 мин, Мякинино: 7 мин, Щукинская: 9 мин",Мякинино,7 мин,2.0,2.0,16.0,50.4,11.2,2.45,Панельный,,,,"Школы, Магазины",Парковка,,,312253808,https://www.cian.ru/sale/flat/312253808/,28.6
27000000,"Шелепиха: 14 мин, Шелепиха: 17 мин, Звенигородская: 22 мин, Хорошёвская: 6 мин",Хорошёвская,6 мин,1.0,15.0,25.0,46.0,10.0,3.2,,,,,,Парковка,,,323091763,https://www.cian.ru/sale/flat/323091763/,16.0
16500000,"Пятницкое шоссе: 20 мин, Митино: 5 мин, Волоколамская: 8 мин",Митино,5 мин,2.0,2.0,26.0,56.0,10.0,,Монолитно-кирпичный,Дизайнерский ремонт,2019.0,,,Парковка,,,319562350,https://www.cian.ru/sale/flat/319562350/,
22800000,"Филатов Луг: 5 мин, Саларьево: 4 мин, Прокшино: 6 мин",Саларьево,4 мин,4.0,6.0,16.0,77.5,22.5,2.7,Монолитный,Евроремонт,2021.0,,Школы,Парковка,,,321434399,https://www.cian.ru/sale/flat/321434399/,40.8
39990000,"Речной вокзал: 5 мин, Беломорская: 10 мин, Ховрино: 6 мин",Речной вокзал,5 мин,4.0,32.0,35.0,95.2,22.7,3.1,,Есть ремонт,2024.0,,"Торговые центры, Школы, Магазины","Парковка, Охрана",,,323412903,https://www.cian.ru/sale/flat/323412903/,
160000000,"Белорусская: 4 мин, Белорусская: 2 мин, Маяковская: 15 мин, Менделеевская: 19 мин",Белорусская,2 мин,,16.0,37.0,90.0,15.0,3.3,Монолитный,Есть ремонт,2023.0,,"Школы, Магазины","Парковка, Охрана, Видеонаблюдение",,,319513939,https://www.cian.ru/sale/flat/319513939/,66.0
15000000,"Южная: 9 мин, Пражская: 17 мин, Чертановская: 5 мин",Чертановская,5 мин,3.0,2.0,9.0,57.3,6.0,,,Есть ремонт,,,"Школы, Магазины",,,,322286735,https://www.cian.ru/sale/flat/322286735/,44.3
20600000,"Борисово: 4 мин, Москворечье: 4 мин, Домодедовская: 6 мин",Борисово,4 мин,2.0,10.0,22.0,65.0,10.0,2.7,,,,,"Школы, Магазины",Парковка,,,321011295,https://www.cian.ru/sale/flat/321011295/,38.0
19250000,"Корниловская: 6 мин, Прокшино: 7 мин, Коммунарка: 7 мин",Корниловская,6 мин,3.0,8.0,12.0,83.6,12.8,2.8,Блочный,,2019.0,,"Торговые центры, Школы, Магазины","Парковка, Видеонаблюдение",,,321272967,https://www.cian.ru/sale/flat/321272967/,43.1
26900000,"Дмитровская: 6 мин, Гражданская: 18 мин, Тимирязевская: 23 мин",Дмитровская,6 мин,1.0,13.0,36.0,32.0,13.0,3.0,,,2024.0,,"Школы, Торговые центры",Парковка,,,323139074,https://www.cian.ru/sale/flat/323139074/,11.0
68990000,"Деловой центр: 4 мин, Деловой центр: 2 мин, Москва-Сити: 3 мин, Деловой центр: 3 мин, Москва-Сити: 9 мин, Москва-Сити: 11 мин",Деловой центр,2 мин,,41.0,72.0,105.8,40.0,3.2,Монолитный,Дизайнерский ремонт,2009.0,,"Торговые центры, Магазины","Парковка, Охрана",,,321482385,https://www.cian.ru/sale/flat/321482385/,30.0
22300000,"Коммунарка: 22 мин, Ольховая: 5 мин, Корниловская: 5 мин",Ольховая,5 мин,3.0,3.0,13.0,85.5,13.6,3.0,,Есть ремонт,2016.0,,"Школы, Магазины",Парковка,,,302210948,https://www.cian.ru/sale/flat/302210948/,45.9
21000000,"Тимирязевская: 9 мин, Петровско-Разумовская: 13 мин, Фонвизинская: 16 мин",Тимирязевская,9 мин,2.0,3.0,9.0,66.1,7.0,3.0,Кирпичный,,,,"Школы, Магазины",Парковка,,,318678712,https://www.cian.ru/sale/flat/318678712/,36.0
29950000,"Шелепиха: 14 мин, Шелепиха: 17 мин, Хорошёвская: 6 мин",Хорошёвская,6 мин,,13.0,24.0,40.4,14.0,,,,2021.0,,,Парковка,,,322002445,https://www.cian.ru/sale/flat/322002445/,12.0
14700000,"Курьяново: 8 мин, Перерва: 25 мин, Марьино: 6 мин",Марьино,6 мин,1.0,7.0,19.0,31.3,11.6,2.8,,,2019.0,,Школы,"Парковка, Видеонаблюдение",,,323043470,https://www.cian.ru/sale/flat/323043470/,12.3
92357328,"Арбатская: 6 мин, Александровский сад: 10 мин, Библиотека им. Ленина: 10 мин, Боровицкая: 13 мин, Кропоткинская: 15 мин, Охотный ряд: 17 мин, Тверская: 18 мин, Смоленская: 19 мин, Пушкинская: 19 мин, Баррикадная: 19 мин, Чеховская: 20 мин",Арбатская,6 мин,,5.0,6.0,68.5,6.7,,Монолитно-кирпичный,,2017.0,,Магазины,Парковка,,,322220734,https://www.cian.ru/sale/flat/322220734/,32.9
19200000,"Курьяново: 10 мин, Перерва: 15 мин, Курьяново: 16 мин, Депо: 5 мин",Депо,5 мин,3.0,1.0,2.0,68.0,8.0,,Кирпичный,,,,"Школы, Магазины",,,,322534283,https://www.cian.ru/sale/flat/322534283/,46.7
22000000,"Яхромская: 5 мин, Селигерская: 21 мин, Бескудниково: 24 мин",Яхромская,5 мин,2.0,18.0,19.0,50.0,12.5,2.8,Монолитный,Есть ремонт,2018.0,,"Школы, Магазины",Парковка,,,323445833,https://www.cian.ru/sale/flat/323445833/,21.0
49999999,"Нагатинская: 25 мин, Нагорная: 5 мин, Нахимовский проспект: 11 мин",Нагорная,5 мин,2.0,2.0,22.0,77.1,18.0,2.85,Монолитный,Есть ремонт,2016.0,,"Школы, Магазины","Парковка, Охрана",,,321005336,https://www.cian.ru/sale/flat/321005336/,39.0
85000000,"Ломоносовский проспект: 6 мин, Аминьевская: 5 мин, Аминьевская: 6 мин",Аминьевская,5 мин,3.0,52.0,52.0,100.0,43.0,3.7,,Евроремонт,2024.0,,Школы,Парковка,,,321770188,https://www.cian.ru/sale/flat/321770188/,34.0
11700000,"Лианозово: 14 мин, Лианозово: 9 мин, Алтуфьево: 19 мин",Лианозово,9 мин,2.0,1.0,12.0,44.5,6.7,2.65,Панельный,Есть ремонт,,,Школы,Парковка,,,302962360,https://www.cian.ru/sale/flat/302962360/,28.5
11700000,"Пыхтино: 7 мин, Рассказовка: 5 мин, Аэропорт Внуково: 6 мин",Рассказовка,5 мин,1.0,4.0,17.0,37.1,9.0,2.74,,Есть ремонт,2013.0,,"Торговые центры, Школы, Магазины","Парковка, Видеонаблюдение",,,322858906,https://www.cian.ru/sale/flat/322858906/,18.5
9800000,"Потапово: 6 мин, Бунинская аллея: 8 мин, Ольховая: 9 мин",Потапово,6 мин,1.0,16.0,16.0,28.5,10.0,2.7,,,2024.0,,"Школы, Магазины",Парковка,,,319448128,https://www.cian.ru/sale/flat/319448128/,10.0
40000000,"Спартак: 16 мин, Тушинская: 23 мин, Трикотажная: 8 мин",Трикотажная,8 мин,2.0,4.0,22.0,49.9,11.0,3.1,,,2024.0,,"Школы, Магазины",Парковка,,,318570005,https://www.cian.ru/sale/flat/318570005/,27.0
51500000,"Чкаловская: 4 мин, Курская: 7 мин, Курская: 9 мин, Таганская: 17 мин, Китай-город: 17 мин, Марксистская: 20 мин",Чкаловская,4 мин,2.0,3.0,8.0,63.0,8.0,3.2,,Есть ремонт,,,"Торговые центры, Школы, Магазины","Парковка, Видеонаблюдение",,,323524121,https://www.cian.ru/sale/flat/323524121/,47.0
52500000,"Минская: 6 мин, Минская: 5 мин, Ломоносовский проспект: 6 мин",Минская,5 мин,3.0,1.0,13.0,79.5,15.0,3.7,Монолитный,,2023.0,,,Парковка,,,322656423,https://www.cian.ru/sale/flat/322656423/,57.0
54900000,"Тверская: 8 мин, Пушкинская: 9 мин, Охотный ряд: 10 мин, Чеховская: 11 мин, Библиотека им. Ленина: 13 мин, Театральная: 14 мин, Арбатская: 14 мин, Александровский сад: 15 мин, Боровицкая: 17 мин, Маяковская: 18 мин, Кузнецкий мост: 18 мин, Площадь Революции: 18 мин, Лубянка: 19 мин, Трубная: 20 мин",Тверская,8 мин,2.0,1.0,5.0,72.0,7.0,,Кирпичный,,,,,Парковка,,,323374473,https://www.cian.ru/sale/flat/323374473/,
12800000,"Коптево: 12 мин, Окружная: 5 мин, Лихоборы: 5 мин",Окружная,5 мин,2.0,7.0,12.0,44.3,7.0,,Кирпичный,,,,,Парковка,,,323361393,https://www.cian.ru/sale/flat/323361393/,28.0
13000000,"Пятницкое шоссе: 24 мин, Митино: 6 мин, Волоколамская: 8 мин",Митино,6 мин,1.0,9.0,32.0,34.0,17.0,,,Есть ремонт,2024.0,,,"Парковка, Видеонаблюдение",,,322283399,https://www.cian.ru/sale/flat/322283399/,
23400000,"Водный стадион: 7 мин, Балтийская: 18 мин, Войковская: 5 мин",Войковская,5 мин,2.0,6.0,28.0,38.6,15.0,3.1,Монолитный,,2018.0,,"Школы, Магазины","Парковка, Охрана, Видеонаблюдение",,,319670696,https://www.cian.ru/sale/flat/319670696/,13.8
15700000,"Коммунарка: 23 мин, Новомосковская: 24 мин, Потапово: 5 мин",Потапово,5 мин,2.0,2.0,16.0,69.4,15.9,2.8,Кирпичный,,2015.0,,,Парковка,,,322920923,https://www.cian.ru/sale/flat/322920923/,35.0
11900000,"Беляево: 10 мин, Калужская: 10 мин, Воронцовская: 15 мин",Беляево,10 мин,1.0,8.0,15.0,35.0,11.4,,Панельный,Дизайнерский ремонт,2017.0,,"Торговые центры, Школы, Магазины",Парковка,,,322919429,https://www.cian.ru/sale/flat/322919429/,
12500000,"Тёплый Стан: 7 мин, Коньково: 15 мин, Генерала Тюленева: 19 мин",Тёплый Стан,7 мин,1.0,4.0,9.0,32.6,6.7,2.64,,Есть ремонт,,,"Школы, Магазины",Парковка,,,322618351,https://www.cian.ru/sale/flat/322618351/,19.0
12800000,"Лефортово: 6 мин, Лефортово: 6 мин, Сортировочная: 9 мин",Лефортово,6 мин,1.0,8.0,9.0,30.2,6.5,2.7,Кирпичный,Есть ремонт,,,"Школы, Магазины",Парковка,,,321726071,https://www.cian.ru/sale/flat/321726071/,18.0
9814540,"Алексеевская: 18 мин, ВДНХ: 21 мин, Рижская: 6 мин",Рижская,6 мин,,2.0,10.0,23.5,2.0,,Сталинский,,,,Магазины,,,,321028977,https://www.cian.ru/sale/flat/321028977/,16.5
33500000,"Коптево: 10 мин, Водный стадион: 25 мин, Лихоборы: 7 мин",Лихоборы,7 мин,,6.0,10.0,119.3,27.0,,Монолитный,,2024.0,1.0,Школы,Парковка,,,319663372,https://www.cian.ru/sale/flat/319663372/,60.0
63900000,"Киевская: 16 мин, Спортивная: 20 мин, Фрунзенская: 21 мин",Киевская,16 мин,4.0,4.0,7.0,82.7,,3.2,Кирпичный,Есть ремонт,,,Школы,Парковка,,,320021254,https://www.cian.ru/sale/flat/320021254/,
39000000,"Пятницкое шоссе: 19 мин, Митино: 16 мин, Волоколамская: 5 мин",Волоколамская,5 мин,,19.0,22.0,138.0,20.0,2.75,Панельный,,,,"Школы, Магазины",,,,323517596,https://www.cian.ru/sale/flat/323517596/,85.0
16790000,"Динамо: 7 мин, Петровский Парк: 12 мин, Белорусская: 20 мин",Динамо,7 мин,,12.0,18.0,18.2,5.0,3.0,,Дизайнерский ремонт,2019.0,,,Парковка,,,303578816,https://www.cian.ru/sale/flat/303578816/,
11600000,"Бабушкинская: 7 мин, Свиблово: 15 мин, Медведково: 6 мин",Медведково,6 мин,2.0,4.0,9.0,31.5,6.0,2.64,Кирпичный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320740928,https://www.cian.ru/sale/flat/320740928/,18.5
38999999,"Шелепиха: 17 мин, Шелепиха: 14 мин, Звенигородская: 19 мин, Хорошёвская: 24 мин",Шелепиха,14 мин,2.0,39.0,41.0,69.7,10.0,3.2,,,2020.0,,"Школы, Магазины",Парковка,,,323575780,https://www.cian.ru/sale/flat/323575780/,40.0
13000000,"Филатов Луг: 10 мин, Рассказовка: 8 мин, Аэропорт Внуково: 9 мин",Рассказовка,8 мин,1.0,6.0,17.0,41.0,8.5,2.75,Панельный,Есть ремонт,2017.0,,"Торговые центры, Школы, Магазины",Парковка,,,321182766,https://www.cian.ru/sale/flat/321182766/,22.0
2300000,"Рассказовка: 6 мин, Аэропорт Внуково: 7 мин, Новопеределкино: 9 мин",Рассказовка,6 мин,,6.0,9.0,45.0,6.0,,Панельный,,,,,,,,319445368,https://www.cian.ru/sale/flat/319445368/,27.1
600000000,"Новокузнецкая: 9 мин, Третьяковская: 10 мин, Китай-город: 17 мин, Площадь Революции: 18 мин, Охотный ряд: 18 мин, Театральная: 18 мин, Полянка: 20 мин",Новокузнецкая,9 мин,,5.0,6.0,337.8,20.0,3.9,Монолитный,,2018.0,,,Парковка,,,320969979,https://www.cian.ru/sale/flat/320969979/,
14000000,"Физтех: 11 мин, Новодачная: 13 мин, Марк: 6 мин",Марк,6 мин,1.0,3.0,19.0,40.8,9.4,,Монолитный,Есть ремонт,2016.0,,"Школы, Магазины",Парковка,,,316001453,https://www.cian.ru/sale/flat/316001453/,18.0
21900000,"Рассказовка: 7 мин, Аэропорт Внуково: 9 мин, Филатов Луг: 10 мин",Рассказовка,7 мин,3.0,7.0,25.0,74.4,10.5,,Панельный,Есть ремонт,2016.0,,"Торговые центры, Школы, Магазины",Парковка,,,321737230,https://www.cian.ru/sale/flat/321737230/,48.0
9950000,"Братиславская: 17 мин, Марьино: 25 мин, Люблино: 4 мин",Люблино,4 мин,1.0,12.0,15.0,37.0,8.9,2.75,Панельный,,,,"Школы, Магазины",,,,322058948,https://www.cian.ru/sale/flat/322058948/,19.2
35700000,"Серпуховская: 5 мин, Добрынинская: 10 мин, Октябрьская: 18 мин, Павелецкая: 18 мин, Шаболовская: 20 мин",Серпуховская,5 мин,2.0,7.0,7.0,56.3,8.0,,Монолитный,,,,,Парковка,,,321785431,https://www.cian.ru/sale/flat/321785431/,35.0
23500000,"Панфиловская: 6 мин, Сокол: 13 мин, Зорге: 13 мин, Октябрьское поле: 16 мин",Панфиловская,6 мин,1.0,5.0,16.0,50.3,11.0,,Кирпичный,Есть ремонт,,,,Видеонаблюдение,,,322963860,https://www.cian.ru/sale/flat/322963860/,22.5
9500000,"Филатов Луг: 10 мин, Рассказовка: 8 мин, Аэропорт Внуково: 9 мин",Рассказовка,8 мин,1.0,4.0,17.0,37.4,7.8,2.74,Панельный,,,,,Парковка,,,323058628,https://www.cian.ru/sale/flat/323058628/,19.0
10990000,"Зябликово: 8 мин, Красногвардейская: 12 мин, Шипиловская: 21 мин",Зябликово,8 мин,1.0,10.0,16.0,36.0,10.0,,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322875518,https://www.cian.ru/sale/flat/322875518/,19.0
22500000,"Народное Ополчение: 6 мин, Хорошёво: 23 мин, Октябрьское поле: 25 мин",Народное Ополчение,6 мин,3.0,16.0,16.0,75.0,9.0,2.7,,,,,Школы,Парковка,,,322306921,https://www.cian.ru/sale/flat/322306921/,45.0
379000000,"Спортивная: 11 мин, Фрунзенская: 12 мин, Лужники: 16 мин",Спортивная,11 мин,4.0,3.0,12.0,156.0,16.4,,Монолитный,,2015.0,,,Парковка,,,321960086,https://www.cian.ru/sale/flat/321960086/,72.0
