price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
478000000,"Улица 1905 года: 12 мин, Беговая: 23 мин, Краснопресненская: 23 мин",Улица 1905 года,12 мин,,17.0,17.0,278.0,,,Монолитный,,2022.0,,Школы,Парковка,,,322842852,https://www.cian.ru/sale/flat/322842852/,222.0
18000000,"Люблино: 12 мин, Волжская: 5 мин, Братиславская: 6 мин",Волжская,5 мин,2.0,5.0,12.0,53.0,8.7,2.6,Панельный,Есть ремонт,,,,Парковка,,,323254945,https://www.cian.ru/sale/flat/323254945/,31.0
21400000,"Динамо: 13 мин, Белорусская: 17 мин, Петровский Парк: 17 мин, Беговая: 19 мин",Динамо,13 мин,2.0,5.0,9.0,52.0,9.0,,Кирпичный,,,,"Школы, Магазины",Парковка,,,322680884,https://www.cian.ru/sale/flat/322680884/,30.0
,"Люблино: 23 мин, Братиславская: 5 мин, Марьино: 7 мин",Братиславская,5 мин,3.0,3.0,7.0,83.4,9.0,,Панельный,Есть ремонт,,1.0,,Парковка,,,321656005,https://www.cian.ru/sale/flat/321656005/,43.9
21200000,"Кедровая: 9 мин, Десна: 10 мин, Ольховая: 14 мин, Коммунарка: 16 мин, Новомосковская: 17 мин",Кедровая,9 мин,3.0,8.0,17.0,82.8,14.0,2.8,Панельный,,2017.0,,"Школы, Торговые центры",Парковка,,,323308867,https://www.cian.ru/sale/flat/323308867/,48.1
37500000,"Сходненская: 17 мин, Тушинская: 6 мин, Планерная: 7 мин",Тушинская,6 мин,,5.0,5.0,72.7,30.0,4.2,,,2023.0,,,"Парковка, Охрана",,,313142635,https://www.cian.ru/sale/flat/313142635/,
64000000,"Курская: 8 мин, Чкаловская: 13 мин, Курская: 13 мин, Красные ворота: 14 мин, Комсомольская: 20 мин",Курская,8 мин,3.0,9.0,11.0,71.3,24.3,3.2,,,2022.0,,"Магазины, Торговые центры","Видеонаблюдение, Парковка",,,323308965,https://www.cian.ru/sale/flat/323308965/,42.0
12700000,"Зюзино: 17 мин, Нахимовский проспект: 18 мин, Профсоюзная: 4 мин",Профсоюзная,4 мин,1.0,6.0,9.0,33.3,7.9,2.6,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,321658714,https://www.cian.ru/sale/flat/321658714/,17.8
12000000,"Текстильщики: 9 мин, Текстильщики: 15 мин, Кузьминки: 16 мин",Текстильщики,9 мин,2.0,6.0,12.0,44.3,6.2,2.64,Панельный,,,,Магазины,Парковка,,,318017487,https://www.cian.ru/sale/flat/318017487/,27.5
19600000,"Площадь Ильича: 12 мин, Авиамоторная: 22 мин, Серп и Молот: 22 мин",Площадь Ильича,12 мин,1.0,3.0,21.0,38.3,16.3,3.0,,,2023.0,,Школы,Парковка,,,318398161,https://www.cian.ru/sale/flat/318398161/,13.0
11900000,"Аэропорт Внуково: 5 мин, Пыхтино: 7 мин, Рассказовка: 7 мин",Аэропорт Внуково,5 мин,2.0,4.0,14.0,53.0,13.0,,Кирпичный,Есть ремонт,2016.0,,"Школы, Магазины",Парковка,,,321046563,https://www.cian.ru/sale/flat/321046563/,27.0
465000000,"Таганская: 4 мин, Марксистская: 8 мин, Чкаловская: 18 мин",Таганская,4 мин,,7.0,9.0,380.0,10.0,,Монолитный,Есть ремонт,2011.0,,Школы,"Парковка, Охрана",,,321232908,https://www.cian.ru/sale/flat/321232908/,
11650000,"Варшавская: 6 мин, Каховская: 14 мин, Севастопольская: 16 мин, Чертановская: 17 мин",Варшавская,6 мин,1.0,2.0,14.0,37.0,10.0,,,Есть ремонт,,,Магазины,,,,323250427,https://www.cian.ru/sale/flat/323250427/,17.0
12499999,"Бунинская аллея: 5 мин, Потапово: 22 мин, Улица Горчакова: 6 мин",Бунинская аллея,5 мин,1.0,7.0,18.0,47.0,10.0,2.8,Панельный,,2016.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,323396831,https://www.cian.ru/sale/flat/323396831/,30.0
12500000,"Октябрьское поле: 10 мин, Панфиловская: 13 мин, Щукинская: 20 мин",Октябрьское поле,10 мин,1.0,3.0,5.0,33.0,7.0,,Монолитный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322644556,https://www.cian.ru/sale/flat/322644556/,18.0
16990000,"Коммунарка: 19 мин, Ольховая: 4 мин, Корниловская: 4 мин",Ольховая,4 мин,1.0,22.0,24.0,58.7,15.0,3.0,Монолитный,Дизайнерский ремонт,2020.0,1.0,"Школы, Магазины",Парковка,,,320536366,https://www.cian.ru/sale/flat/320536366/,25.0
16900000,"Рассказовка: 1 мин, Новопеределкино: 19 мин, Мичуринец: 25 мин",Рассказовка,1 мин,2.0,19.0,23.0,49.2,18.6,2.8,Монолитный,Есть ремонт,2021.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,322169361,https://www.cian.ru/sale/flat/322169361/,18.0
18990000,"Волоколамская: 20 мин, Трикотажная: 5 мин, Мякинино: 23 мин",Трикотажная,5 мин,1.0,32.0,52.0,39.8,14.6,3.0,,Есть ремонт,2023.0,,"Школы, Магазины, Торговые центры",Парковка,,,322806019,https://www.cian.ru/sale/flat/322806019/,12.8
6990000,"Краснопресненская: 6 мин, Улица 1905 года: 8 мин, Баррикадная: 9 мин",Краснопресненская,6 мин,,1.0,6.0,11.4,,2.6,Кирпичный,Есть ремонт,,,,"Парковка, Охрана",,,323442044,https://www.cian.ru/sale/flat/323442044/,8.6
9100000,"Некрасовка: 5 мин, Люберцы: 22 мин, Панки: 7 мин",Некрасовка,5 мин,1.0,13.0,17.0,37.8,10.0,2.75,,,,,Школы,,,,323515301,https://www.cian.ru/sale/flat/323515301/,
12500000,"Бибирево: 6 мин, Алтуфьево: 25 мин, Медведково: 7 мин",Бибирево,6 мин,3.0,9.0,9.0,51.0,6.0,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320669789,https://www.cian.ru/sale/flat/320669789/,35.0
20800000,"Некрасовка: 4 мин, Лухмановская: 4 мин, Улица Дмитриевского: 6 мин",Некрасовка,4 мин,3.0,17.0,17.0,80.7,13.0,2.75,Панельный,,2015.0,,"Школы, Магазины, Торговые центры",Парковка,,,323056913,https://www.cian.ru/sale/flat/323056913/,49.0
7300000,"Ольховая: 14 мин, Коммунарка: 16 мин, Новомосковская: 17 мин",Ольховая,14 мин,,1.0,1.0,30.2,7.0,,Кирпичный,,,,,Парковка,,,323032370,https://www.cian.ru/sale/flat/323032370/,20.0
4600000,"Нагорная: 19 мин, Нахимовский проспект: 21 мин, Варшавская: 23 мин",Нагорная,19 мин,,1.0,8.0,13.0,,2.8,Кирпичный,Есть ремонт,,,Магазины,Парковка,,,323009588,https://www.cian.ru/sale/flat/323009588/,10.0
14000000,"Ховрино: 10 мин, Ховрино: 10 мин, Грачёвская: 16 мин, Беломорская: 20 мин",Ховрино,10 мин,2.0,1.0,12.0,38.0,7.0,2.6,Панельный,Дизайнерский ремонт,,,"Школы, Магазины",Парковка,,,321791262,https://www.cian.ru/sale/flat/321791262/,21.0
71000000,"Парк Победы: 12 мин, Поклонная: 12 мин, Кутузовская: 25 мин",Парк Победы,12 мин,2.0,8.0,10.0,64.4,6.2,3.0,,,2025.0,,Школы,"Видеонаблюдение, Парковка",,,320284366,https://www.cian.ru/sale/flat/320284366/,46.0
14500000,"Пенягино: 20 мин, Митино: 21 мин, Пятницкое шоссе: 5 мин",Пятницкое шоссе,5 мин,2.0,8.0,17.0,53.6,9.2,,Панельный,,1997.0,,"Школы, Магазины",Парковка,,,323252342,https://www.cian.ru/sale/flat/323252342/,32.0
14000000,"Люблино: 19 мин, Братиславская: 20 мин, Марьино: 6 мин",Марьино,6 мин,2.0,11.0,14.0,51.5,10.0,2.74,Панельный,,,,,Парковка,,,323055638,https://www.cian.ru/sale/flat/323055638/,35.0
39900000,"Улица 1905 года: 8 мин, Краснопресненская: 18 мин, Баррикадная: 19 мин, Белорусская: 19 мин",Улица 1905 года,8 мин,3.0,3.0,8.0,77.0,15.0,3.0,Кирпичный,Есть ремонт,,,,Парковка,,,323550874,https://www.cian.ru/sale/flat/323550874/,50.4
69500000,"Кутузовская: 18 мин, Поклонная: 21 мин, Кутузовская: 22 мин",Кутузовская,18 мин,3.0,25.0,41.0,77.0,30.0,3.0,,Дизайнерский ремонт,2024.0,,Торговые центры,Парковка,,,316569709,https://www.cian.ru/sale/flat/316569709/,35.0
37990000,"Театральная: 7 мин, Кузнецкий мост: 8 мин, Охотный ряд: 8 мин, Пушкинская: 10 мин, Чеховская: 10 мин, Лубянка: 11 мин, Трубная: 11 мин, Тверская: 11 мин, Площадь Революции: 14 мин, Китай-город: 16 мин, Библиотека им. Ленина: 16 мин, Цветной бульвар: 16 мин, Александровский сад: 17 мин, Боровицкая: 19 мин, Арбатская: 20 мин",Театральная,7 мин,2.0,4.0,4.0,66.7,,3.4,Кирпичный,,,,Школы,,,,318909959,https://www.cian.ru/sale/flat/318909959/,54.0
10250000,"Некрасовка: 10 мин, Лухмановская: 18 мин, Улица Дмитриевского: 6 мин",Улица Дмитриевского,6 мин,1.0,6.0,19.0,36.6,9.0,2.78,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320006802,https://www.cian.ru/sale/flat/320006802/,
17690000,"Молодёжная: 15 мин, Кунцевская: 17 мин, Кунцевская: 21 мин",Молодёжная,15 мин,2.0,16.0,18.0,58.0,9.0,,,,,,"Школы, Магазины, Торговые центры",,,,322363032,https://www.cian.ru/sale/flat/322363032/,30.8
23500000,"Крымская: 8 мин, Крымская: 5 мин, Верхние котлы: 12 мин",Крымская,5 мин,2.0,2.0,23.0,58.2,10.3,2.8,,Есть ремонт,,,"Школы, Магазины",Парковка,,,323184231,https://www.cian.ru/sale/flat/323184231/,33.5
30800000,"Народное Ополчение: 14 мин, Бульвар Генерала Карбышева: 11 мин, Народное Ополчение: 18 мин, Мнёвники: 25 мин, Октябрьское поле: 7 мин",Октябрьское поле,7 мин,4.0,8.0,22.0,99.9,10.0,,,,,,,,,,320753052,https://www.cian.ru/sale/flat/320753052/,68.8
11500000,"Кокошкино: 10 мин, Толстопальцево: 19 мин, Санино: 9 мин",Санино,9 мин,3.0,2.0,9.0,62.5,7.0,2.64,,Есть ремонт,,,,,,,319712998,https://www.cian.ru/sale/flat/319712998/,
121329150,"Кузнецкий мост: 4 мин, Лубянка: 6 мин, Трубная: 9 мин, Театральная: 11 мин, Тургеневская: 12 мин, Сретенский бульвар: 12 мин, Китай-город: 12 мин, Площадь Революции: 13 мин, Чистые пруды: 13 мин, Охотный ряд: 14 мин, Цветной бульвар: 15 мин, Сухаревская: 17 мин, Чеховская: 18 мин, Пушкинская: 18 мин, Тверская: 19 мин",Кузнецкий мост,4 мин,,5.0,5.0,223.0,20.0,,Кирпичный,,,,,Парковка,,,317410382,https://www.cian.ru/sale/flat/317410382/,152.0
28590000,"Тульская: 20 мин, Верхние котлы: 19 мин, Нагатинская: 25 мин",Верхние котлы,19 мин,,9.0,24.0,60.0,20.0,3.0,,,2023.0,,"Школы, Магазины","Видеонаблюдение, Парковка, Охрана",,,321327518,https://www.cian.ru/sale/flat/321327518/,30.0
170000000,"Ленинский проспект: 9 мин, Площадь Гагарина: 12 мин, Воробьёвы горы: 16 мин",Ленинский проспект,9 мин,4.0,5.0,8.0,158.0,20.0,,,,2010.0,,Школы,Парковка,,,316587205,https://www.cian.ru/sale/flat/316587205/,100.0
15000000,"Мичуринец: 21 мин, Рассказовка: 6 мин, Новопеределкино: 22 мин",Рассказовка,6 мин,1.0,17.0,25.0,42.8,13.7,,Монолитный,Есть ремонт,2014.0,,"Школы, Торговые центры",Парковка,,,323514508,https://www.cian.ru/sale/flat/323514508/,17.2
12800000,"Царицыно: 2 мин, Кавказский бульвар: 14 мин, Кантемировская: 21 мин, Каширская: 6 мин",Царицыно,2 мин,2.0,1.0,4.0,44.2,6.0,,Кирпичный,Есть ремонт,,,"Школы, Магазины",,,,322690940,https://www.cian.ru/sale/flat/322690940/,27.1
22500000,"Новомосковская: 16 мин, Потапово: 18 мин, Коммунарка: 20 мин",Новомосковская,16 мин,3.0,13.0,14.0,88.0,15.3,2.9,Монолитный,,2014.0,,Школы,Парковка,,,321003727,https://www.cian.ru/sale/flat/321003727/,50.0
